Egyeztetés,El chico es alto.,Igaz,"A 'chico' hímnemű, az 'alto' helyesen egyezik."
Egyeztetés,La niña es grandes.,Helytelen,"A 'La niña' nőnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,Los coches son pequeñas.,Igaz,"A 'Los coches' hímnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,El niño es grandes.,Helytelen,"A 'El niño' hímnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,Los árboles son fría.,Helytelen,"A 'Los árboles' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,Los árboles son hermoso.,Helytelen,"A 'Los árboles' hímnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,El niño es pequeñas.,Helytelen,"A 'El niño' hímnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,El niño es hermoso.,Igaz,"A 'El niño' hímnemű, az 'hermoso' helyesen egyezik."
Egyeztetés,La niña es luminoso.,Helytelen,"A 'La niña' nőnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,El niño es fría.,Helytelen,"A 'El niño' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El sol es fría.,Helytelen,"A 'El sol' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El niño es grandes.,Helytelen,"A 'El niño' hímnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,El niño es hermoso.,Igaz,"A 'El niño' hímnemű, az 'hermoso' helyesen egyezik."
Egyeztetés,Los árboles son grandes.,Igaz,"A 'Los árboles' hímnemű, az 'grandes' helyesen egyezik."
Egyeztetés,La luna es rápida.,Igaz,"A 'La luna' nőnemű, az 'rápida' helyesen egyezik."
Egyeztetés,Los coches son altos.,Igaz,"A 'Los coches' hímnemű, az 'altos' helyesen egyezik."
Egyeztetés,Las mesas es grandes.,Igaz,"A 'Las mesas' nőnemű, az 'grandes' helyesen egyezik."
Egyeztetés,Las mesas es fría.,Helytelen,"A 'Las mesas' nőnemű, az 'fría' helytelenül egyezik."
Egyeztetés,Los coches son rápida.,Helytelen,"A 'Los coches' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,Los coches son grandes.,Igaz,"A 'Los coches' hímnemű, az 'grandes' helyesen egyezik."
Egyeztetés,Los coches son azules.,Igaz,"A 'Los coches' hímnemű, az 'azules' helyesen egyezik."
Egyeztetés,La niña es fría.,Igaz,"A 'La niña' nőnemű, az 'fría' helyesen egyezik."
Egyeztetés,La luna es hermoso.,Helytelen,"A 'La luna' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,La niña es hermoso.,Helytelen,"A 'La niña' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,El sol es pequeñas.,Helytelen,"A 'El sol' hímnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,Las mesas es luminoso.,Helytelen,"A 'Las mesas' nőnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,Las mesas es rápida.,Helytelen,"A 'Las mesas' nőnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,Los árboles son pequeñas.,Igaz,"A 'Los árboles' hímnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,Las montañas es altos.,Igaz,"A 'Las montañas' nőnemű, az 'altos' helyesen egyezik."
Egyeztetés,La niña es azules.,Helytelen,"A 'La niña' nőnemű, az 'azules' helytelenül egyezik."
Egyeztetés,Los árboles son pequeñas.,Igaz,"A 'Los árboles' hímnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,Los árboles son grandes.,Igaz,"A 'Los árboles' hímnemű, az 'grandes' helyesen egyezik."
Egyeztetés,La niña es grandes.,Helytelen,"A 'La niña' nőnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,La luna es altos.,Helytelen,"A 'La luna' nőnemű, az 'altos' helytelenül egyezik."
Egyeztetés,Las montañas es fría.,Helytelen,"A 'Las montañas' nőnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El sol es luminoso.,Igaz,"A 'El sol' hímnemű, az 'luminoso' helyesen egyezik."
Egyeztetés,Los coches son azules.,Igaz,"A 'Los coches' hímnemű, az 'azules' helyesen egyezik."
Egyeztetés,Los coches son hermoso.,Helytelen,"A 'Los coches' hímnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,Los coches son grandes.,Igaz,"A 'Los coches' hímnemű, az 'grandes' helyesen egyezik."
Egyeztetés,La luna es altos.,Helytelen,"A 'La luna' nőnemű, az 'altos' helytelenül egyezik."
Egyeztetés,El niño es altos.,Helytelen,"A 'El niño' hímnemű, az 'altos' helytelenül egyezik."
Egyeztetés,La luna es fría.,Igaz,"A 'La luna' nőnemű, az 'fría' helyesen egyezik."
Egyeztetés,El niño es azules.,Helytelen,"A 'El niño' hímnemű, az 'azules' helytelenül egyezik."
Egyeztetés,La niña es grandes.,Helytelen,"A 'La niña' nőnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,Las mesas es fría.,Helytelen,"A 'Las mesas' nőnemű, az 'fría' helytelenül egyezik."
Egyeztetés,La luna es rápida.,Igaz,"A 'La luna' nőnemű, az 'rápida' helyesen egyezik."
Egyeztetés,Los árboles son altos.,Igaz,"A 'Los árboles' hímnemű, az 'altos' helyesen egyezik."
Egyeztetés,Los árboles son fría.,Helytelen,"A 'Los árboles' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El sol es hermoso.,Igaz,"A 'El sol' hímnemű, az 'hermoso' helyesen egyezik."
Egyeztetés,El niño es rápida.,Helytelen,"A 'El niño' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,La luna es azules.,Helytelen,"A 'La luna' nőnemű, az 'azules' helytelenül egyezik."
Egyeztetés,Las mesas es hermoso.,Helytelen,"A 'Las mesas' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,Los coches son luminoso.,Helytelen,"A 'Los coches' hímnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,Los coches son azules.,Igaz,"A 'Los coches' hímnemű, az 'azules' helyesen egyezik."
Egyeztetés,El sol es hermoso.,Igaz,"A 'El sol' hímnemű, az 'hermoso' helyesen egyezik."
Egyeztetés,La luna es rápida.,Igaz,"A 'La luna' nőnemű, az 'rápida' helyesen egyezik."
Egyeztetés,Los coches son luminoso.,Helytelen,"A 'Los coches' hímnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,Las mesas es rápida.,Helytelen,"A 'Las mesas' nőnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,El sol es azules.,Helytelen,"A 'El sol' hímnemű, az 'azules' helytelenül egyezik."
Egyeztetés,Los coches son luminoso.,Helytelen,"A 'Los coches' hímnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,Las montañas es altos.,Igaz,"A 'Las montañas' nőnemű, az 'altos' helyesen egyezik."
Egyeztetés,Las mesas es azules.,Igaz,"A 'Las mesas' nőnemű, az 'azules' helyesen egyezik."
Egyeztetés,Los coches son rápida.,Helytelen,"A 'Los coches' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,La luna es fría.,Igaz,"A 'La luna' nőnemű, az 'fría' helyesen egyezik."
Egyeztetés,La luna es luminoso.,Helytelen,"A 'La luna' nőnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,Las montañas es altos.,Igaz,"A 'Las montañas' nőnemű, az 'altos' helyesen egyezik."
Egyeztetés,El niño es fría.,Helytelen,"A 'El niño' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El sol es grandes.,Helytelen,"A 'El sol' hímnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,Las mesas es pequeñas.,Igaz,"A 'Las mesas' nőnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,El niño es rápida.,Helytelen,"A 'El niño' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,Las montañas es pequeñas.,Igaz,"A 'Las montañas' nőnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,El niño es pequeñas.,Helytelen,"A 'El niño' hímnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,Las mesas es azules.,Igaz,"A 'Las mesas' nőnemű, az 'azules' helyesen egyezik."
Egyeztetés,Las mesas es fría.,Helytelen,"A 'Las mesas' nőnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El sol es rápida.,Helytelen,"A 'El sol' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,La luna es fría.,Igaz,"A 'La luna' nőnemű, az 'fría' helyesen egyezik."
Egyeztetés,Las mesas es azules.,Igaz,"A 'Las mesas' nőnemű, az 'azules' helyesen egyezik."
Egyeztetés,El niño es rápida.,Helytelen,"A 'El niño' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,El sol es luminoso.,Igaz,"A 'El sol' hímnemű, az 'luminoso' helyesen egyezik."
Egyeztetés,El sol es rápida.,Helytelen,"A 'El sol' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,El sol es pequeñas.,Helytelen,"A 'El sol' hímnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,Los coches son altos.,Igaz,"A 'Los coches' hímnemű, az 'altos' helyesen egyezik."
Egyeztetés,Los árboles son grandes.,Igaz,"A 'Los árboles' hímnemű, az 'grandes' helyesen egyezik."
Egyeztetés,Las montañas es grandes.,Igaz,"A 'Las montañas' nőnemű, az 'grandes' helyesen egyezik."
Egyeztetés,La luna es pequeñas.,Helytelen,"A 'La luna' nőnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,El sol es hermoso.,Igaz,"A 'El sol' hímnemű, az 'hermoso' helyesen egyezik."
Egyeztetés,La luna es hermoso.,Helytelen,"A 'La luna' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,La niña es grandes.,Helytelen,"A 'La niña' nőnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,La niña es grandes.,Helytelen,"A 'La niña' nőnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,Las mesas es pequeñas.,Igaz,"A 'Las mesas' nőnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,El niño es luminoso.,Igaz,"A 'El niño' hímnemű, az 'luminoso' helyesen egyezik."
Egyeztetés,El niño es luminoso.,Igaz,"A 'El niño' hímnemű, az 'luminoso' helyesen egyezik."
Egyeztetés,Los coches son altos.,Igaz,"A 'Los coches' hímnemű, az 'altos' helyesen egyezik."
Egyeztetés,Las montañas es hermoso.,Helytelen,"A 'Las montañas' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,Las mesas es altos.,Igaz,"A 'Las mesas' nőnemű, az 'altos' helyesen egyezik."
Egyeztetés,El niño es grandes.,Helytelen,"A 'El niño' hímnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,El sol es pequeñas.,Helytelen,"A 'El sol' hímnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,El sol es altos.,Helytelen,"A 'El sol' hímnemű, az 'altos' helytelenül egyezik."
Egyeztetés,Las montañas es altos.,Igaz,"A 'Las montañas' nőnemű, az 'altos' helyesen egyezik."
Egyeztetés,Las mesas es fría.,Helytelen,"A 'Las mesas' nőnemű, az 'fría' helytelenül egyezik."
Egyeztetés,La niña es grandes.,Helytelen,"A 'La niña' nőnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,El niño es fría.,Helytelen,"A 'El niño' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,La niña es rápida.,Igaz,"A 'La niña' nőnemű, az 'rápida' helyesen egyezik."
Egyeztetés,Las montañas es altos.,Igaz,"A 'Las montañas' nőnemű, az 'altos' helyesen egyezik."
Egyeztetés,Las mesas es fría.,Helytelen,"A 'Las mesas' nőnemű, az 'fría' helytelenül egyezik."
Egyeztetés,La niña es fría.,Igaz,"A 'La niña' nőnemű, az 'fría' helyesen egyezik."
Egyeztetés,La niña es pequeñas.,Helytelen,"A 'La niña' nőnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,Las mesas es azules.,Igaz,"A 'Las mesas' nőnemű, az 'azules' helyesen egyezik."
Egyeztetés,Las mesas es grandes.,Igaz,"A 'Las mesas' nőnemű, az 'grandes' helyesen egyezik."
Egyeztetés,La luna es luminoso.,Helytelen,"A 'La luna' nőnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,Los árboles son pequeñas.,Igaz,"A 'Los árboles' hímnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,Los coches son luminoso.,Helytelen,"A 'Los coches' hímnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,El niño es grandes.,Helytelen,"A 'El niño' hímnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,Las montañas es hermoso.,Helytelen,"A 'Las montañas' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,La luna es hermoso.,Helytelen,"A 'La luna' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,Los coches son azules.,Igaz,"A 'Los coches' hímnemű, az 'azules' helyesen egyezik."
Egyeztetés,Los árboles son fría.,Helytelen,"A 'Los árboles' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,La niña es pequeñas.,Helytelen,"A 'La niña' nőnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,La luna es hermoso.,Helytelen,"A 'La luna' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,El niño es rápida.,Helytelen,"A 'El niño' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,Los árboles son altos.,Igaz,"A 'Los árboles' hímnemű, az 'altos' helyesen egyezik."
Egyeztetés,El niño es luminoso.,Igaz,"A 'El niño' hímnemű, az 'luminoso' helyesen egyezik."
Egyeztetés,La luna es grandes.,Helytelen,"A 'La luna' nőnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,El sol es rápida.,Helytelen,"A 'El sol' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,La luna es hermoso.,Helytelen,"A 'La luna' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,Los árboles son luminoso.,Helytelen,"A 'Los árboles' hímnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,Los coches son pequeñas.,Igaz,"A 'Los coches' hímnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,Las montañas es rápida.,Helytelen,"A 'Las montañas' nőnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,La niña es fría.,Igaz,"A 'La niña' nőnemű, az 'fría' helyesen egyezik."
Egyeztetés,Las mesas es pequeñas.,Igaz,"A 'Las mesas' nőnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,Los árboles son hermoso.,Helytelen,"A 'Los árboles' hímnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,La luna es azules.,Helytelen,"A 'La luna' nőnemű, az 'azules' helytelenül egyezik."
Egyeztetés,El niño es luminoso.,Igaz,"A 'El niño' hímnemű, az 'luminoso' helyesen egyezik."
Egyeztetés,La niña es rápida.,Igaz,"A 'La niña' nőnemű, az 'rápida' helyesen egyezik."
Egyeztetés,Los árboles son luminoso.,Helytelen,"A 'Los árboles' hímnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,El niño es hermoso.,Igaz,"A 'El niño' hímnemű, az 'hermoso' helyesen egyezik."
Egyeztetés,Las mesas es luminoso.,Helytelen,"A 'Las mesas' nőnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,El sol es azules.,Helytelen,"A 'El sol' hímnemű, az 'azules' helytelenül egyezik."
Egyeztetés,El sol es hermoso.,Igaz,"A 'El sol' hímnemű, az 'hermoso' helyesen egyezik."
Egyeztetés,El niño es fría.,Helytelen,"A 'El niño' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El sol es hermoso.,Igaz,"A 'El sol' hímnemű, az 'hermoso' helyesen egyezik."
Egyeztetés,Las mesas es azules.,Igaz,"A 'Las mesas' nőnemű, az 'azules' helyesen egyezik."
Egyeztetés,Los árboles son rápida.,Helytelen,"A 'Los árboles' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,La luna es hermoso.,Helytelen,"A 'La luna' nőnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,El sol es luminoso.,Igaz,"A 'El sol' hímnemű, az 'luminoso' helyesen egyezik."
Egyeztetés,Las mesas es luminoso.,Helytelen,"A 'Las mesas' nőnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,La luna es rápida.,Igaz,"A 'La luna' nőnemű, az 'rápida' helyesen egyezik."
Egyeztetés,El niño es pequeñas.,Helytelen,"A 'El niño' hímnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,La niña es rápida.,Igaz,"A 'La niña' nőnemű, az 'rápida' helyesen egyezik."
Egyeztetés,El niño es fría.,Helytelen,"A 'El niño' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El sol es altos.,Helytelen,"A 'El sol' hímnemű, az 'altos' helytelenül egyezik."
Egyeztetés,El sol es grandes.,Helytelen,"A 'El sol' hímnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,Las mesas es grandes.,Igaz,"A 'Las mesas' nőnemű, az 'grandes' helyesen egyezik."
Egyeztetés,Los coches son pequeñas.,Igaz,"A 'Los coches' hímnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,Las montañas es rápida.,Helytelen,"A 'Las montañas' nőnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,La niña es altos.,Helytelen,"A 'La niña' nőnemű, az 'altos' helytelenül egyezik."
Egyeztetés,El sol es fría.,Helytelen,"A 'El sol' hímnemű, az 'fría' helytelenül egyezik."
Egyeztetés,El sol es pequeñas.,Helytelen,"A 'El sol' hímnemű, az 'pequeñas' helytelenül egyezik."
Egyeztetés,El sol es azules.,Helytelen,"A 'El sol' hímnemű, az 'azules' helytelenül egyezik."
Egyeztetés,Las mesas es azules.,Igaz,"A 'Las mesas' nőnemű, az 'azules' helyesen egyezik."
Egyeztetés,El niño es rápida.,Helytelen,"A 'El niño' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,Los coches son rápida.,Helytelen,"A 'Los coches' hímnemű, az 'rápida' helytelenül egyezik."
Egyeztetés,Los árboles son altos.,Igaz,"A 'Los árboles' hímnemű, az 'altos' helyesen egyezik."
Egyeztetés,Las montañas es altos.,Igaz,"A 'Las montañas' nőnemű, az 'altos' helyesen egyezik."
Egyeztetés,Los árboles son pequeñas.,Igaz,"A 'Los árboles' hímnemű, az 'pequeñas' helyesen egyezik."
Egyeztetés,Los coches son hermoso.,Helytelen,"A 'Los coches' hímnemű, az 'hermoso' helytelenül egyezik."
Egyeztetés,El sol es altos.,Helytelen,"A 'El sol' hímnemű, az 'altos' helytelenül egyezik."
Egyeztetés,Las mesas es luminoso.,Helytelen,"A 'Las mesas' nőnemű, az 'luminoso' helytelenül egyezik."
Egyeztetés,La luna es grandes.,Helytelen,"A 'La luna' nőnemű, az 'grandes' helytelenül egyezik."
Egyeztetés,El sol es fría.,Helytelen,"A 'El sol' hímnemű, az 'fría' helytelenül egyezik."
